Function,Min Sampling Rate (%),Max Sampling Rate (%),Average Sampling Rate (%)
Group_check::is_fd_on_source,0.0,0.01,0.004642857142857145
trx_sys_persist_gtid_num,0.0,0.01,0.004639175257731961
THD::is_binlog_cache_empty,0.0,0.02,0.004631578947368424
find_table_in_global_list,0.0,0.01,0.004623655913978497
rec_print_new,0.0,0.01,0.0046153846153846175
ext4_es_lookup_extent,0.0,0.01,0.00460674157303371
init_tmp_table_share,0.0,0.01,0.00459770114942529
bitmap_is_clear_all,0.0,0.01,0.004588235294117649
row_search_index_entry,0.0,0.02,0.00457831325301205
MDL_ticket_store::find,0.0,0.02,0.00456521739130435
FIPS_module_mode,0.0,0.01,0.0045555555555555575
find_get_pages,0.0,0.01,0.0045555555555555575
Item::subst_argument_checker,0.0,0.01,0.0045555555555555575
TABLE::column_bitmaps_set,0.0,0.01,0.004545454545454548
Rows_log_event::get_data_size,0.0,0.02,0.004545454545454548
ib_srv_wkr-3,0.0,0.01,0.004536082474226807
std::chrono::_V2::system_clock::now,0.0,0.01,0.004534883720930235
pagevec_lookup,0.0,0.01,0.004494382022471912
pthread_rwlock_rdlock,0.0,0.02,0.004479166666666669
Clone_persist_gtid::update_gtid_trx_no,0.0,0.01,0.004444444444444447
locksys::Global_exclusive_latch_guard::Global_exclusive_latch_guard,0.0,0.01,0.004430379746835445
Binlog_cache_compressor::compress,0.0,0.02,0.004430379746835445
Clone_persist_gtid::set_persist_gtid,0.0,0.01,0.00442105263157895
Item_sum::set_aggregator,0.0,0.01,0.00442105263157895
_IO_file_xsputn@@GLIBC_2.2.5,0.0,0.01,0.004400000000000002
handler::mark_trx_read_write,0.0,0.01,0.004395604395604397
__memmove_chk_ssse3_back,0.0,0.02,0.0043820224719101145
mem_root_deque<mem_root_deque<Item*>*>::operator=,0.0,0.01,0.0043820224719101145
Trx_by_id_with_min::erase,0.0,0.01,0.004361702127659577
well_formed_copy_nchars,0.0,0.02,0.004361702127659577
dd::cache::Dictionary_client::Auto_releaser::~Auto_releaser,0.0,0.02,0.00435294117647059
dd::cache::Dictionary_client::remove_uncommitted_objects<dd::Tablespace>,0.0,0.01,0.0043478260869565235
Item::clean_up_after_removal,0.0,0.01,0.0043478260869565235
PFS_thread::carry_memory_stat_alloc_delta,0.0,0.01,0.004333333333333336
Sql_cmd_insert_base::precheck,0.0,0.01,0.00430232558139535
make_group_fields,0.0,0.01,0.004285714285714288
Table_map_log_event::save_field_metadata,0.0,0.01,0.004255319148936172
PTI_text_literal_text_string::~PTI_text_literal_text_string,0.0,0.01,0.004252873563218393
JOIN::replace_index_subquery,0.0,0.01,0.004252873563218393
__sprintf_chk,0.0,0.01,0.004222222222222224
JOIN::cost_model,0.0,0.01,0.004193548387096776
hash_futex,0.0,0.02,0.004175824175824178
__list_del_entry,0.0,0.01,0.004130434782608697
plugin_unlock,0.0,0.01,0.004111111111111113
Filesort_buffer::free_sort_buffer,0.0,0.01,0.004096385542168676
intern_filename,0.0,0.01,0.004086021505376346
inc_zone_page_state,0.0,0.01,0.0040740740740740754
ceil@plt,0.0,0.02,0.0040659340659340674
thd_get_trx_isolation,0.0,0.01,0.0040259740259740275
mempool_alloc_slab,0.0,0.01,0.004024390243902441
__raw_spin_unlock_irq,0.0,0.04,0.003999999999999999
log_buffer_set_first_record_group,0.0,0.01,0.003978494623655916
dirname_part,0.0,0.01,0.003977272727272729
clock_gettime@plt,0.0,0.01,0.003975903614457833
MY_XXH64,0.0,0.02,0.003956043956043959
ext4_es_insert_extent,0.0,0.01,0.003956043956043958
handler::estimate_in_memory_buffer,0.0,0.01,0.003956043956043958
Field_string::reset,0.0,0.01,0.003932584269662923
innobase_next_autoinc,0.0,0.01,0.00392857142857143
ext4_nonda_switch,0.0,0.01,0.003902439024390245
MaterializeIterator<DummyIteratorProfiler>::~MaterializeIterator,0.0,0.01,0.0038888888888888905
Table_map_log_event::init_geometry_type_field,0.0,0.01,0.0038888888888888905
JOIN::clear_corr_derived_tmp_tables,0.0,0.01,0.0038750000000000013
handler::ha_rnd_next,0.0,0.01,0.003863636363636365
fseg_create_general,0.0,0.01,0.0038554216867469895
ha_lock_engine,0.0,0.01,0.0038461538461538477
find_shortest_key,0.0,0.01,0.003820224719101125
mempool_alloc,0.0,0.01,0.003809523809523811
Item::repoint_const_outer_ref,0.0,0.01,0.003809523809523811
srv_release_threads,0.0,0.01,0.003804347826086958
Sort_param::init_for_filesort,0.0,0.01,0.0037931034482758634
binary_log::Binary_log_event::~Binary_log_event,0.0,0.01,0.003777777777777779
Query_block::set_lock_for_tables,0.0,0.01,0.0037634408602150553
page_add_new_anon_rmap,0.0,0.01,0.003750000000000001
_IO_putc,0.0,0.01,0.003750000000000001
bitmap_bits_set,0.0,0.01,0.0037362637362637376
bvec_alloc,0.0,0.01,0.003678160919540231
fseg_inode_get,0.0,0.02,0.0036585365853658547
mempool_free,0.0,0.01,0.003647058823529413
pfs_set_transaction_gtid_v1,0.0,0.01,0.003626373626373628
Item_func::can_cache_json_arg,0.0,0.01,0.0036000000000000008
__blk_mq_get_tag,0.0,0.01,0.0035955056179775295
__sbitmap_queue_get,0.0,0.01,0.0035955056179775295
ibuf_merge_in_background,0.0,0.01,0.003580246913580248
rw_verify_area,0.0,0.02,0.0035714285714285726
EVP_DigestInit_ex@plt,0.0,0.01,0.0035714285714285726
"dd::cache::Dictionary_client::acquire<dd::Item_name_key, dd::Abstract_table>",0.0,0.01,0.0035526315789473693
FilterIterator::EndPSIBatchModeIfStarted,0.0,0.01,0.0035526315789473693
Item_string::save_in_field_inner,0.0,0.01,0.0035365853658536595
trx_undo_gtid_add_update_undo,0.0,0.01,0.0035365853658536595
Sql_cmd_dml::get_eligible_secondary_engine,0.0,0.01,0.0035294117647058833
mempool_free_slab,0.0,0.01,0.003522727272727274
dd_table_match<dd::Table>,0.0,0.01,0.0035135135135135145
binlog::monitoring::Compression_stats::add,0.0,0.01,0.0034939759036144587
Item_func::param_type_is_default,0.0,0.01,0.0034831460674157317
cs::util::ColumnFilterOutboundFunctionalIndexes::filter_column,0.0,0.01,0.0034523809523809533
Commit_stage_manager::Mutex_queue::append,0.0,0.01,0.0034482758620689668
rw_lock_s_lock_spin,0.0,0.01,0.0034408602150537647
Item::is_expensive,0.0,0.01,0.003424657534246576
Item_sum::fix_fields,0.0,0.01,0.0034210526315789484
Field::move_field_offset,0.0,0.01,0.0034090909090909102
ext4_ext_find_extent,0.0,0.01,0.0034090909090909102
pack_rows::ComputeRowSizeUpperBound,0.0,0.01,0.0033734939759036153
tracesys,0.0,0.01,0.003372093023255815
PFS_thread::mem_cnt_free,0.0,0.01,0.0033707865168539335
__x86_return_thunk,0.0,0.01,0.0033695652173913056
row_upd_index_entry_sys_field,0.0,0.01,0.0033333333333333344
Field::real_type,0.0,0.01,0.0033333333333333344
blk_account_io_start,0.0,0.01,0.0033333333333333344
dd_bio_merge,0.0,0.02,0.003333333333333334
rcu_report_qs_rnp,0.0,0.01,0.0033333333333333335
handler::update_auto_increment,0.0,0.01,0.0032941176470588245
Item::val_string_from_decimal,0.0,0.01,0.0032608695652173924
Item_field::mark_field_in_map,0.0,0.01,0.0032584269662921357
os_event::get_wait_timelimit,0.0,0.01,0.003255813953488373
Commit_stage_manager::get_instance,0.0,0.01,0.003255813953488373
THD::binlog_setup_trx_data,0.0,0.02,0.003222222222222223
trx_savept_take,0.0,0.01,0.003218390804597702
binlog::BgcTicket::BgcTicket,0.0,0.01,0.003205128205128206
__GI___libc_write,0.0,0.01,0.00318840579710145
THD::set_next_event_pos,0.0,0.01,0.003157894736842106
update_io_ticks,0.0,0.01,0.0031250000000000006
MaterializeIterator<DummyIteratorProfiler>::Read,0.0,0.01,0.0031250000000000006
memcmp@plt,0.0,0.01,0.0031250000000000006
stmt_has_updated_trans_table,0.0,0.01,0.003108108108108109
mnt_clone_write,0.0,0.01,0.0031034482758620697
Rows_log_event::write_data_header,0.0,0.01,0.003095238095238096
TABLE::mark_columns_used_by_index_no_reset,0.0,0.01,0.003076923076923078
"std::__detail::_Hashtable_alloc<temptable::Allocator<std::__detail::_Hash_node<temptable::Indexed_cells, true>, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> > >::_M_deallocate_buckets",0.0,0.01,0.003076923076923078
ext4_put_io_end_defer,0.0,0.01,0.0030666666666666676
ext4_release_io_end,0.0,0.01,0.0030666666666666676
plist_del,0.0,0.01,0.0030487804878048786
mem_root_deque<Table_ref*>::add_block_back,0.0,0.01,0.003043478260869566
AIO::reserve_slot,0.0,0.01,0.0030379746835443046
Filesort_buffer::update_peak_memory_used,0.0,0.01,0.003012048192771085
__jbd2_journal_file_buffer,0.0,0.01,0.003012048192771085
log_files_produce_file,0.0,0.01,0.0030000000000000005
check_that_all_fields_are_given_values,0.0,0.01,0.0029870129870129877
dict_table_autoinc_lock,0.0,0.01,0.002976190476190477
__mutex_lock_slowpath,0.0,0.01,0.002972972972972974
"Prealloced_array<pack_rows::Table, 4ul>::~Prealloced_array",0.0,0.01,0.0029670329670329677
dirname_length,0.0,0.02,0.0029629629629629637
__mem_cgroup_try_charge,0.0,0.01,0.0029629629629629637
x2apic_send_IPI_mask,0.0,0.01,0.0029629629629629637
"Prealloced_array<pack_rows::Table, 4ul>::reserve",0.0,0.01,0.0029487179487179497
pthread_mutex_lock@plt,0.0,0.01,0.0029487179487179497
std::string::_M_leak_hard,0.0,0.01,0.002926829268292684
Item_equal::select_optimize,0.0,0.01,0.0029213483146067424
Protocol_text::store_null,0.0,0.01,0.002911392405063292
thd_trx_priority,0.0,0.01,0.002911392405063292
sys_mprotect,0.0,0.01,0.0029090909090909093
page_dir_find_owner_slot,0.0,0.01,0.0028947368421052637
Query_log_event::starts_group,0.0,0.01,0.0028947368421052637
sbitmap_queue_wake_up,0.0,0.01,0.002891566265060242
blk_insert_flush,0.0,0.01,0.0028888888888888896
poll_freewait,0.0,0.01,0.002875000000000001
Field::numeric_context_result_type,0.0,0.01,0.002875000000000001
get_max_key_and_part_length,0.0,0.01,0.002857142857142858
find_worst_seeks,0.0,0.01,0.002857142857142858
Field::binlog_type,0.0,0.01,0.002857142857142858
Item_sum_sum::clear,0.0,0.01,0.002857142857142858
MDL_ticket_store::push_front,0.0,0.01,0.0028409090909090914
blk_mq_sched_restart,0.0,0.01,0.002839506172839507
trx_start_if_not_started_low,0.0,0.01,0.0028378378378378383
"std::vector<std::unique_ptr<cs::util::ColumnFilter, std::default_delete<cs::util::ColumnFilter> >, std::allocator<std::unique_ptr<cs::util::ColumnFilter, std::default_delete<cs::util::ColumnFilter> > > >::_M_realloc_insert<std::unique_ptr<cs::util::ColumnFilter, std::default_delete<cs::util::ColumnFilter> > >",0.0,0.01,0.0028378378378378383
Item::visit_all_analyzer,0.0,0.01,0.002823529411764707
Field_str::result_type,0.0,0.01,0.002823529411764707
Item::add_field_to_cond_set_processor,0.0,0.01,0.002820512820512821
mtr_t::x_lock_space,0.0,0.02,0.0028169014084507044
Item_ident::aggregate_check_group,0.0,0.01,0.0028125000000000003
Ha_trx_info_list::operator bool,0.0,0.01,0.0028048780487804886
binary_log::Rows_event::~Rows_event,0.0,0.01,0.002794117647058824
JOIN::alloc_ref_item_slice,0.0,0.01,0.0027710843373493985
__snprintf_chk,0.0,0.01,0.002763157894736843
MDL_ticket::create,0.0,0.01,0.0027397260273972607
std::string::_Rep::_M_clone,0.0,0.01,0.0027380952380952387
schedule_user,0.0,0.01,0.0027272727272727275
ibuf_insert,0.0,0.01,0.00271604938271605
FilterIterator::StartPSIBatchMode,0.0,0.01,0.0027058823529411773
Item_sum::update_used_tables,0.0,0.01,0.0027027027027027033
Gtid_log_event::Gtid_log_event,0.0,0.01,0.0027027027027027033
__GI___mprotect,0.0,0.01,0.0026984126984126986
fsnotify,0.0,0.01,0.0026984126984126986
page_mem_alloc_heap,0.0,0.01,0.0026744186046511634
KEY_PART_INFO::init_flags,0.0,0.01,0.002666666666666667
meb::redo_log_archive_produce,0.0,0.01,0.002666666666666667
trx_sys_write_max_trx_id,0.0,0.01,0.0026666666666666666
log_advance_ready_for_write_lsn,0.0,0.01,0.002650602409638555
unwrap_rollup_group,0.0,0.01,0.002643678160919541
net_store_data,0.0,0.01,0.0026250000000000006
std::string::_S_construct,0.0,0.01,0.0026250000000000006
Group_check::do_ident_check,0.0,0.01,0.002622950819672131
blk_mq_sched_try_merge,0.0,0.02,0.002608695652173913
arch_local_irq_save,0.0,0.01,0.0025925925925925934
blk_mq_rq_ctx_init,0.0,0.01,0.0025641025641025645
"temptable::Allocator<unsigned char, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> >::allocate",0.0,0.01,0.002560975609756098
do_mprotect_pkey,0.0,0.01,0.002545454545454545
pfs_get_thread_statement_locker_vc,0.0,0.01,0.0025301204819277116
Transaction_dependency_tracker::get_max_committed_timestamp,0.0,0.01,0.0025301204819277116
log_buffer_close,0.0,0.01,0.0025000000000000005
page_copy_rec_list_start,0.0,0.01,0.0025000000000000005
touch_atime,0.0,0.01,0.0025
sysmalloc,0.0,0.01,0.0025
THD::cleanup,0.0,0.01,0.0025
blk_mq_get_driver_tag,0.0,0.01,0.002470588235294118
Rpl_transaction_ctx::is_transaction_rollback,0.0,0.01,0.0024675324675324677
iov_iter_copy_from_user_atomic,0.0,0.01,0.0024657534246575346
lock_move_rec_list_end,0.0,0.01,0.0024657534246575346
Sql_cmd_delete::execute_inner,0.0,0.01,0.00244186046511628
Locked_tables_list::unlock_locked_tables,0.0,0.01,0.0024324324324324327
__set_current_blocked,0.0,0.01,0.0024137931034482764
Item::replace_equal_field,0.0,0.01,0.002409638554216868
Func_ptr::Func_ptr,0.0,0.01,0.002409638554216868
blk_rq_map_sg,0.0,0.01,0.0023809523809523816
pfs_set_metadata_lock_status_vc,0.0,0.01,0.0023809523809523807
native_flush_tlb_single,0.0,0.01,0.0023728813559322033
Item_sum_sum::Item_sum_sum,0.0,0.01,0.002361111111111111
"temptable::Allocator<temptable::Table::Index_entry, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> >::allocate",0.0,0.01,0.002361111111111111
rcu_process_callbacks,0.0,0.03,0.0023529411764705885
Field::set_field_index,0.0,0.01,0.0023456790123456794
command_satisfy_acl_cache_requirement,0.0,0.01,0.0023287671232876716
equality_determines_uniqueness,0.0,0.01,0.002307692307692308
__memcpy_chk_ssse3_back,0.0,0.01,0.002307692307692308
map_id_up,0.0,0.01,0.0022972972972972973
_IO_old_init,0.0,0.01,0.002285714285714286
std::string::swap,0.0,0.01,0.002278481012658228
lock_update_delete,0.0,0.01,0.002272727272727273
page_mapping,0.0,0.01,0.0022619047619047623
Item_sum::cleanup,0.0,0.01,0.0022535211267605635
thd_thread_id,0.0,0.01,0.0022535211267605635
my_strnncoll_mb_bin,0.0,0.01,0.0022500000000000003
sbitmap_queue_clear,0.0,0.01,0.0022352941176470593
std::__detail::_Prime_rehash_policy::_M_need_rehash,0.0,0.01,0.0022222222222222222
__vdso_time,0.0,0.01,0.0022222222222222222
my_strnxfrmlen_simple,0.0,0.01,0.002209302325581396
Field::key_length,0.0,0.01,0.002207792207792208
Group_check::is_in_fd,0.0,0.01,0.002191780821917808
MYSQL_BIN_LOG::inc_prep_xids,0.0,0.01,0.002173913043478261
ext4_write_checks.isra.8,0.0,0.01,0.002162162162162162
Log_event::starts_group,0.0,0.01,0.002162162162162162
dd_dispatch_request,0.0,0.01,0.0021590909090909095
Table_ref::is_derived_unfinished_materialization,0.0,0.01,0.0021518987341772153
TABLE::mark_columns_needed_for_update,0.0,0.01,0.002125
OPENSSL_init,0.0,0.01,0.002125
ut_print_name,0.0,0.01,0.002121212121212121
"dd::cache::Dictionary_client::acquire<dd::Item_name_key, dd::Schema>",0.0,0.01,0.002121212121212121
non-virtual thunk to Table_map_log_event::write_data_header,0.0,0.01,0.0020967741935483866
TABLE::has_columns_marked_for_partial_update,0.0,0.01,0.0020967741935483866
buf_flush_remove,0.0,0.01,0.00208955223880597
ext4_meta_trans_blocks,0.0,0.01,0.0020833333333333333
temptable::Index::Index,0.0,0.01,0.002077922077922078
Item_sum_sum::val_decimal,0.0,0.01,0.002073170731707317
bvec_free,0.0,0.01,0.0020588235294117644
TableScanIterator::TableScanIterator,0.0,0.01,0.002054794520547945
Sql_cmd_delete::precheck,0.0,0.01,0.002054794520547945
Field_string::do_save_field_metadata,0.0,0.01,0.0020454545454545456
JOIN::clear_sj_tmp_tables,0.0,0.01,0.0020338983050847454
SortBufferIterator<true>::~SortBufferIterator,0.0,0.01,0.0020312499999999996
ext4_inode_table,0.0,0.01,0.0020312499999999996
__percpu_counter_add,0.0,0.01,0.0020289855072463765
__strchr_sse42,0.0,0.01,0.0020253164556962027
pfs_set_thread_secondary_engine_vc,0.0,0.01,0.0020253164556962027
btr_cur_optimistic_delete_func,0.0,0.01,0.002
que_thr_stop_for_mysql,0.0,0.01,0.002
sysret_check,0.0,0.01,0.0019999999999999996
recv@plt,0.0,0.01,0.0019999999999999996
Field::max_data_length,0.0,0.01,0.0019999999999999996
Distinct_check::check_query,0.0,0.01,0.0019753086419753087
pfs_set_mem_cnt_THD_vc,0.0,0.01,0.001973684210526316
Field::check_constraints,0.0,0.01,0.001973684210526316
__pthread_mutex_unlock_usercnt,0.0,0.01,0.001971830985915493
mutex_spin_on_owner,0.0,0.01,0.001971830985915493
handler::start_psi_batch_mode,0.0,0.01,0.0019696969696969694
__mnt_want_write_file,0.0,0.01,0.0019696969696969694
os_file_flush_func,0.0,0.01,0.001967213114754098
MYSQL_BIN_LOG::finish_commit,0.0,0.01,0.001967213114754098
setup_tmptable_write_func,0.0,0.01,0.001951219512195122
__list_add,0.0,0.01,0.001948051948051948
THD::is_engine_ha_data_detached,0.0,0.01,0.0019444444444444442
Field::eq_def,0.0,0.01,0.0019444444444444442
ExtractConditions,0.0,0.01,0.0019444444444444442
page_mkclean,0.0,0.01,0.0019402985074626863
TABLE::mark_auto_increment_column,0.0,0.01,0.0019354838709677417
PTI_in_sum_expr::~PTI_in_sum_expr,0.0,0.01,0.001923076923076923
__libc_disable_asynccancel,0.0,0.01,0.0019117647058823526
binary_log::Query_event::Query_event,0.0,0.01,0.0019047619047619045
Ha_trx_info_list::operator,0.0,0.01,0.0019047619047619045
cs::util::ColumnFilterOutboundFunctionalIndexes::~ColumnFilterOutboundFunctionalIndexes,0.0,0.01,0.0018965517241379308
validate_default_values_of_unset_fields,0.0,0.01,0.0018749999999999997
row_insert_for_mysql,0.0,0.01,0.0018666666666666664
Log_event::write_footer,0.0,0.01,0.0018644067796610168
dd_insert_requests,0.0,0.01,0.0018604651162790699
temptable::Table::insert,0.0,0.01,0.001857142857142857
init_request_from_bio,0.0,0.01,0.001846153846153846
Field_long::pack,0.0,0.01,0.001846153846153846
JOIN::clear_fields,0.0,0.01,0.0018421052631578945
bio_get_nr_vecs,0.0,0.01,0.0018421052631578945
TABLE_SHARE::find_first_unused_tmp_key,0.0,0.01,0.001833333333333333
pfs_set_thread_start_time_vc,0.0,0.01,0.001818181818181818
temptable::Handler::table_flags,0.0,0.01,0.0018055555555555553
ibuf_set_free_bits_func,0.0,0.01,0.00180327868852459
disk_map_sector_rcu,0.0,0.01,0.00180327868852459
Item_sum_sum::~Item_sum_sum,0.0,0.01,0.0017948717948717947
xid_t::set,0.0,0.01,0.0017910447761194028
temptable::Handler::rnd_next,0.0,0.01,0.0017808219178082189
Field::null_offset,0.0,0.01,0.0017647058823529408
Item::numeric_context_result_type,0.0,0.01,0.0017647058823529408
page_copy_rec_list_end_no_locks,0.0,0.01,0.0017582417582417582
String::numchars,0.0,0.01,0.0017567567567567564
ktime_get,0.0,0.01,0.0017499999999999998
wait_for_stable_page,0.0,0.01,0.0017307692307692306
log_files_number_of_consumed_files,0.0,0.01,0.0017307692307692306
get_rpl_part_id,0.0,0.01,0.001714285714285714
"temptable::Allocator<std::__detail::_Hash_node_base*, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> >::allocate",0.0,0.01,0.0017073170731707315
current_fs_time,0.0,0.01,0.0016981132075471698
Clone_persist_gtid::trx_check_set,0.0,0.01,0.0016901408450704222
convert_dirname,0.0,0.01,0.0016901408450704222
MaterializeIterator<DummyIteratorProfiler>::StartPSIBatchMode,0.0,0.01,0.0016666666666666668
MYSQL_BIN_LOG::process_after_commit_stage_queue,0.0,0.01,0.0016666666666666668
pfs_destroy_metadata_lock_vc,0.0,0.01,0.0016666666666666666
MVCC::get_view,0.0,0.01,0.0016666666666666663
Gtid_state::update_gtids_impl_lock_sidnos,0.0,0.01,0.0016438356164383558
Sort_param::make_sortkey,0.0,0.01,0.0016438356164383558
SortingIterator::CleanupAfterQuery,0.0,0.01,0.0016438356164383558
pfs_notify_statement_query_attributes_vc,0.0,0.01,0.0016417910447761193
__es_insert_extent,0.0,0.01,0.0016393442622950817
ext4_ext_insert_extent,0.0,0.01,0.0016363636363636363
__GI___mempcpy,0.0,0.01,0.0016363636363636363
__brelse,0.0,0.01,0.0016216216216216213
buf_read_ibuf_merge_pages,0.0,0.01,0.0016176470588235292
Query_log_event::~Query_log_event,0.0,0.01,0.0016129032258064514
dd_has_work,0.0,0.01,0.0015999999999999999
pfs_inc_statement_sort_rows_vc,0.0,0.01,0.0015789473684210526
Item::collect_item_field_processor,0.0,0.01,0.0015714285714285713
sbitmap_get,0.0,0.01,0.0015714285714285713
"std::vector<unsigned char, std::allocator<unsigned char> >::_M_default_append",0.0,0.01,0.0015714285714285713
THD::inc_sent_row_count,0.0,0.01,0.001568627450980392
prepare_to_wait,0.0,0.01,0.0015517241379310344
fsp_is_session_temporary,0.0,0.01,0.0015384615384615382
RecLock::lock_add,0.0,0.01,0.0015384615384615382
Item_sum_sum::no_rows_in_result,0.0,0.01,0.0015384615384615382
thd_is_dd_update_stmt,0.0,0.01,0.001515151515151515
page_dir_split_slot,0.0,0.01,0.0015094339622641509
"temptable::Allocator<temptable::Table::Index_entry, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> >::deallocate",0.0,0.01,0.0015094339622641509
Item_func_opt_neg::subst_argument_checker,0.0,0.01,0.0014893617021276596
lrint@plt,0.0,0.01,0.0014754098360655738
Commit_order_manager::wait_for_its_turn_before_flush_stage,0.0,0.01,0.0014666666666666665
SortBufferIterator<true>::Init,0.0,0.01,0.0014666666666666665
_L_unlock_16624,0.0,0.01,0.0014516129032258063
row_parse_int_from_field,0.0,0.01,0.0014473684210526314
Log_files_dict::file,0.0,0.01,0.0014473684210526314
page_find_rec_with_heap_no,0.0,0.01,0.0014285714285714288
list_sort,0.0,0.01,0.0014285714285714286
virtual thunk to dd::Table_impl::has_trigger,0.0,0.01,0.0014285714285714286
Item_func_plus::~Item_func_plus,0.0,0.01,0.0014285714285714286
Log_files_dict::add,0.0,0.01,0.0014285714285714286
Field_longstr::max_data_length,0.0,0.01,0.00140625
Item_func::Item_func,0.0,0.01,0.0014035087719298247
jbd2_journal_put_journal_head,0.0,0.01,0.00136986301369863
prepare_triggers_for_insert_stmt,0.0,0.01,0.00136986301369863
PFS_user::carry_memory_stat_alloc_delta,0.0,0.01,0.0013636363636363635
LEX::first_lists_tables_same,0.0,0.01,0.0013461538461538463
lookup_ioctx,0.0,0.01,0.0013432835820895521
__sb_start_write,0.0,0.01,0.0013432835820895521
std::string::_Rep::_M_destroy@plt,0.0,0.01,0.0013432835820895521
ext4_ext_index_trans_blocks,0.0,0.01,0.0013432835820895521
is_generated_invisible_primary_key_column_name,0.0,0.01,0.0013333333333333333
"temptable::Allocator<unsigned char, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> >::deallocate",0.0,0.01,0.0013235294117647058
mem_root_deque<mem_root_deque<Item*>*>::add_block_back,0.0,0.01,0.0013207547169811322
blk_mq_sched_restart_hctx.part.5,0.0,0.01,0.0013114754098360656
__blk_segment_map_sg,0.0,0.01,0.0013043478260869564
EVP_DigestFinal_ex@plt,0.0,0.01,0.0012903225806451613
remove_wait_queue,0.0,0.01,0.0012857142857142856
kvm_sched_clock_read,0.0,0.01,0.0012727272727272728
pfs_get_thread_transaction_locker_v1,0.0,0.01,0.0012698412698412698
"MEM_ROOT::ArrayAlloc<std::unique_ptr<RowIterator, Destroy_only<RowIterator> >>",0.0,0.01,0.0012676056338028169
native_queued_spin_lock_slowpath,0.0,0.01,0.00125
mlog_write_ull,0.0,0.01,0.00125
THD::inc_status_sort_rows,0.0,0.01,0.00125
operator<,0.0,0.01,0.00125
Field_long::make_sort_key,0.0,0.01,0.00125
MVCC::clone_oldest_view,0.0,0.01,0.00125
"temptable::Allocator<temptable::Cursor, temptable::Allocation_scheme<temptable::Exponential_policy, temptable::Prefer_RAM_over_MMAP_policy_obeying_per_table_limit> >::deallocate",0.0,0.01,0.0012307692307692308
"ut_list_remove<ut_list_base<ib_lock_t, TableLockGetNode> >",0.0,0.01,0.0012307692307692308
deadline_remove_request,0.0,0.01,0.0012307692307692308
fget,0.0,0.01,0.0012280701754385965
handler::ha_delete_row,0.0,0.01,0.0012280701754385965
ha_innobase::delete_row,0.0,0.01,0.0012280701754385965
Item_sum::init_sum_func_check,0.0,0.01,0.0012121212121212121
Rpl_thd_context::get_tx_rpl_delegate_stage_status,0.0,0.01,0.0012121212121212121
JOIN::contains_non_aggregated_fts,0.0,0.01,0.001206896551724138
__es_remove_extent,0.0,0.01,0.0012000000000000001
THD::disable_low_level_commit_ordering,0.0,0.01,0.0011940298507462687
row_get_autoinc_counter,0.0,0.01,0.0011864406779661019
non-virtual thunk to Table_map_log_event::get_data_size,0.0,0.01,0.0011764705882352942
next_zones_zonelist,0.0,0.01,0.0011666666666666668
__read_extent_tree_block,0.0,0.01,0.0011666666666666668
binlog::Bgc_ticket_manager::get_front_ticket,0.0,0.01,0.0011627906976744186
Transaction_compression_ctx::managed_buffer_sequence,0.0,0.01,0.001153846153846154
fsp_is_undo_tablespace,0.0,0.01,0.0011475409836065576
rcu_bh_qs,0.0,0.01,0.0011320754716981133
carry_global_memory_stat_alloc_delta,0.0,0.01,0.0011111111111111111
buf_LRU_make_block_old,0.0,0.01,0.0011111111111111111
thd_get_psi,0.0,0.01,0.0011111111111111111
Fil_shard::get_AIO_mode,0.0,0.01,0.0011111111111111111
_L_lock_16654,0.0,0.01,0.0011111111111111111
ext4_read_block_bitmap,0.0,0.01,0.0011111111111111111
temptable::Handler::get_memory_buffer_size,0.0,0.01,0.001095890410958904
get_futex_value_locked,0.0,0.01,0.00109375
security_file_permission,0.0,0.01,0.00109375
Rpl_transaction_ctx::cleanup,0.0,0.01,0.001090909090909091
THD::Query_plan::set_modification_plan,0.0,0.01,0.0010869565217391304
handler::ha_start_bulk_insert,0.0,0.01,0.001076923076923077
sched_clock,0.0,0.01,0.0010714285714285715
innobase_mysql_print_thd,0.0,0.01,0.0010714285714285715
__sb_end_write,0.0,0.01,0.0010606060606060607
Aggregator_simple::~Aggregator_simple,0.0,0.01,0.0010526315789473684
blk_queue_bounce,0.0,0.01,0.0010526315789473684
log_files_number_of_existing_files,0.0,0.01,0.0010447761194029852
dd::cache::Shared_multi_map<dd::Abstract_table>::get<dd::Item_name_key>,0.0,0.01,0.0010344827586206897
